Name,age,team,pos,PA,AB,H,2B,3B,HR,BB,SO,P/PA,BA,OBP,SLG,OPS,Year
Zach Davies,30,Angels,CF,605,561,109,23,20,3,44,128,3.4231404958677687,0.19429590017825313,0.2528925619834711,0.3226381461675579,0.575530708151029,2018
Zach Lee,31,Indians,P,670,619,172,44,16,14,51,184,3.6462686567164178,0.2778675282714055,0.3328358208955224,0.46849757673667203,0.8013333976321944,2018
Aaron Looper,34,Diamondbacks,C,738,660,173,30,24,7,78,132,3.3902439024390243,0.26212121212121214,0.34010840108401086,0.4121212121212121,0.752229613205223,2019
Aaron Scheffer,35,Astros,C,755,685,170,31,18,8,70,207,3.517880794701987,0.24817518248175183,0.31788079470198677,0.381021897810219,0.6989026925122057,2019
Abel De Los Santos,30,Cubs,1B,693,617,154,41,18,7,76,139,3.461760461760462,0.24959481361426256,0.3318903318903319,0.40842787682333875,0.7403182087136706,2019
Adam Duvall,28,Nationals,CF,604,562,125,28,25,4,42,109,3.152317880794702,0.22241992882562278,0.2764900662251656,0.38256227758007116,0.6590523438052367,2019
Adam Peterson,26,Braves,1B,776,685,186,43,23,14,91,155,3.452319587628866,0.27153284671532846,0.35695876288659795,0.46277372262773725,0.8197324855143352,2019
Adrian Houser,38,Royals,SS,662,625,140,24,20,9,37,149,3.280966767371601,0.224,0.2673716012084592,0.3696,0.6369716012084592,2019
Akeel Morris,26,Diamondbacks,1B,721,651,186,35,24,18,70,118,3.307905686546463,0.2857142857142857,0.3550624133148405,0.49615975422427033,0.8512221675391108,2019
Alberto Cabrera,22,Angels,LF,626,553,108,27,16,4,73,135,3.5686900958466454,0.19529837251356238,0.28913738019169327,0.32368896925858953,0.6128263494502828,2019
Alex Hernandez,28,Blue Jays,C,731,673,150,37,24,0,58,178,3.426812585499316,0.22288261515601784,0.28454172366621067,0.3491827637444279,0.6337244874106386,2019
Alex Meyer,32,Pirates,CF,617,569,95,26,16,3,48,136,3.3889789303079416,0.16695957820738136,0.23176661264181522,0.28471001757469244,0.5164766302165077,2019
Allan Dykstra,29,Dodgers,RF,607,558,137,35,19,4,49,129,3.275123558484349,0.24551971326164876,0.30642504118616143,0.3978494623655914,0.7042745035517528,2019
Andrew Brackman,33,Rockies,C,726,668,128,27,18,1,58,277,3.837465564738292,0.19161676646706588,0.256198347107438,0.2904191616766467,0.5466175087840848,2019
Andy Cavazos,27,Cardinals,C,769,738,194,37,22,18,31,91,2.8985695708712615,0.26287262872628725,0.2925877763328999,0.44579945799457993,0.7383872343274798,2019
Angel Castro,33,Mets,LF,672,602,148,26,22,6,70,111,3.25,0.24584717607973422,0.3244047619047619,0.3920265780730897,0.7164313399778517,2019
Angel Salome,39,Angels,2B,683,661,127,28,15,7,22,148,3.0761346998535872,0.19213313161875945,0.21815519765739386,0.31164901664145234,0.5298042142988462,2019
Anthony Claggett,26,Orioles,CF,626,595,102,22,20,2,31,232,3.4792332268370605,0.17142857142857143,0.2124600638977636,0.2857142857142857,0.4981743496120493,2019
Anthony Ferrari,32,Tigers,SS,677,588,204,46,21,17,89,89,3.310192023633678,0.3469387755102041,0.4327917282127031,0.5833333333333334,1.0161250615460364,2019
Anthony Shumaker,26,Pirates,P,665,615,113,29,20,1,50,354,4.225563909774436,0.183739837398374,0.24511278195488723,0.3008130081300813,0.5459257900849686,2019
Argenis Diaz,30,Brewers,3B,639,588,90,27,10,0,51,245,3.6384976525821595,0.15306122448979592,0.22065727699530516,0.23299319727891157,0.45365047427421673,2019
Ariel Pena,37,Twins,LF,665,637,115,32,21,4,28,113,2.948872180451128,0.18053375196232338,0.21503759398496242,0.315541601255887,0.5305791952408494,2019
Arturo Lopez,32,Rays,SS,680,642,155,31,26,10,38,146,3.2426470588235294,0.24143302180685358,0.2838235294117647,0.4174454828660436,0.7012690122778082,2019
Asher Wojciechowski,31,Mets,RF,631,547,109,27,23,1,84,110,3.5451664025356577,0.19926873857404023,0.3058637083993661,0.3382084095063985,0.6440721179057647,2019
Atahualpa Severino,27,Phillies,1B,750,663,144,35,23,8,87,189,3.584,0.2171945701357466,0.308,0.3755656108597285,0.6835656108597286,2019
Audry Perez,26,Braves,SS,716,613,196,38,15,24,103,109,3.4594972067039107,0.3197389885807504,0.4175977653631285,0.5481239804241436,0.965721745787272,2019
Barret Browning,22,Angels,CF,605,537,173,37,17,21,68,81,3.1702479338842977,0.3221601489757914,0.39834710743801655,0.5716945996275605,0.9700417070655771,2019
Bartolome Fortunato,28,Padres,C,760,655,235,51,32,21,105,83,3.2855263157894736,0.35877862595419846,0.4473684210526316,0.6305343511450382,1.0779027721976697,2019
Ben Kozlowski,25,Orioles,RF,606,577,102,24,20,1,29,155,3.242574257425743,0.17677642980935876,0.21617161716171618,0.292894280762565,0.5090658979242813,2019
Bill Ortega,28,Athletics,3B,681,647,188,42,30,18,34,83,2.894273127753304,0.29057187017001546,0.32599118942731276,0.5316846986089645,0.8576758880362773,2019
Billy Petrick,34,Rays,LF,659,625,164,43,15,19,34,76,2.8133535660091047,0.2624,0.30045523520485584,0.4704,0.7708552352048559,2019
Blake Lalli,27,Marlins,1B,715,654,146,31,21,2,61,475,4.258741258741258,0.22324159021406728,0.2895104895104895,0.3440366972477064,0.6335471867581959,2019
Brad Glenn,27,White Sox,CF,658,606,103,20,20,0,52,190,3.480243161094225,0.16996699669966997,0.23556231003039513,0.26897689768976896,0.504539207720164,2019
Brad Nelson,33,Athletics,2B,702,629,163,41,18,13,73,95,3.156695156695157,0.2591414944356121,0.33618233618233617,0.4435612082670906,0.7797435444494267,2019
Brad Salmon,28,Astros,RF,626,582,176,47,9,21,44,126,3.2252396166134187,0.3024054982817869,0.3514376996805112,0.5223367697594502,0.8737744694399614,2019
Bradin Hagens,39,Marlins,P,669,617,128,29,18,6,52,110,3.2361733931240657,0.20745542949756887,0.26905829596412556,0.3419773095623987,0.6110356055265243,2019
Brandon Bantz,30,Orioles,3B,670,608,155,37,19,14,62,103,3.21044776119403,0.25493421052631576,0.3238805970149254,0.4473684210526316,0.771249018067557,2019
Brandon Dickson,28,Nationals,2B,673,629,177,39,18,17,44,75,3.0668647845468056,0.28139904610492844,0.32838038632986627,0.48171701112877585,0.8100973974586421,2019
Brandon Harper,28,Rangers,3B,688,585,156,29,25,4,103,126,3.633720930232558,0.26666666666666666,0.376453488372093,0.4222222222222222,0.7986757105943152,2019
Brent Dlugach,27,Mariners,P,677,640,148,46,26,10,37,169,3.6115214180206796,0.23125,0.27326440177252587,0.43125,0.7045144017725259,2019
Brett Bochy,30,Red Sox,SS,641,592,167,37,21,10,49,99,2.984399375975039,0.28209459459459457,0.3369734789391576,0.46621621621621623,0.8031896951553739,2019
Brett Campbell,35,Rangers,SS,685,620,154,30,25,8,65,161,3.475912408759124,0.24838709677419354,0.3197080291970803,0.4161290322580645,0.7358370614551448,2019
Brett Marshall,39,Rockies,P,680,625,135,25,29,4,55,138,3.527941176470588,0.216,0.27941176470588236,0.368,0.6474117647058824,2019
Brett Sinkbeil,29,Phillies,SS,706,627,155,38,23,11,79,152,3.5991501416430594,0.24720893141945774,0.3314447592067989,0.43381180223285487,0.7652565614396538,2019
Brian Broderick,25,Phillies,2B,738,651,216,41,28,18,87,127,3.432249322493225,0.3317972350230415,0.4105691056910569,0.5637480798771122,0.9743171855681692,2019
Brian Dinkelman,30,Phillies,P,705,661,171,45,24,7,44,150,3.354609929078014,0.2586989409984871,0.3049645390070922,0.43116490166414523,0.7361294406712374,2019
Brian Esposito,28,Braves,LF,697,617,160,39,21,7,80,137,3.4519368723098998,0.2593192868719611,0.34433285509325684,0.4246353322528363,0.7689681873460932,2019
Brian Flynn,22,Reds,2B,706,648,128,31,25,3,58,127,3.1558073654390935,0.19753086419753085,0.26345609065155806,0.33641975308641975,0.5998758437379779,2019
Brian Horwitz,33,Pirates,2B,687,627,164,33,24,8,60,185,3.4395924308588066,0.26156299840510366,0.3260553129548763,0.42902711323763953,0.7550824261925158,2019
Brock Peterson,30,Mariners,SS,662,623,163,43,22,11,39,133,3.093655589123867,0.26163723916532905,0.30513595166163143,0.45425361155698235,0.7593895632186138,2019
Brooks Raley,30,Angels,SS,637,554,161,32,18,10,83,127,3.609105180533752,0.29061371841155237,0.38304552590266877,0.4675090252707581,0.8505545511734269,2019
Bryan Eversgerd,27,Padres,CF,662,574,149,24,35,7,88,138,3.5770392749244713,0.259581881533101,0.3580060422960725,0.45993031358885017,0.8179363558849226,2019
Bryan Price,38,Tigers,3B,692,657,137,36,17,6,35,159,3.1907514450867054,0.2085235920852359,0.24855491329479767,0.3424657534246575,0.5910206667194552,2019
C.J. Fick,33,Angels,C,714,674,140,32,17,3,40,256,3.53781512605042,0.20771513353115728,0.25210084033613445,0.3189910979228487,0.5710919382589832,2019
Carl Dale,37,Nationals,P,640,596,123,27,11,5,44,166,3.578125,0.2063758389261745,0.2609375,0.313758389261745,0.574695889261745,2019
Carl Edwards,27,Tigers,LF,660,627,137,36,17,10,33,124,3.022727272727273,0.21850079744816586,0.25757575757575757,0.37799043062200954,0.6355661881977671,2019
Carlos Guevara,33,Padres,P,723,687,140,30,18,11,36,146,3.3540802213001384,0.20378457059679767,0.24343015214384509,0.34788937409024745,0.5913195262340926,2019
Carlos Muniz,26,Red Sox,RF,601,568,124,35,10,3,33,69,2.923460898502496,0.21830985915492956,0.2612312811980033,0.33098591549295775,0.5922171966909611,2019
Carlos Valderrama,25,Reds,3B,685,629,127,34,21,7,56,162,3.437956204379562,0.20190779014308427,0.2671532846715328,0.356120826709062,0.6232741113805949,2019
Carmen Pignatiello,34,Rays,2B,708,643,171,39,33,7,65,140,3.464689265536723,0.26594090202177295,0.3333333333333333,0.4618973561430793,0.7952306894764126,2019
Casey Crosby,33,Giants,CF,648,606,119,25,26,3,42,137,3.324074074074074,0.19636963696369636,0.24845679012345678,0.33828382838283827,0.5867406185062951,2019
Casey Kelly,28,Cardinals,RF,641,547,95,23,13,2,94,147,3.68798751950078,0.1736745886654479,0.2948517940717629,0.2742230347349177,0.5690748288066806,2019
Cesar Carrillo,32,Angels,1B,700,663,134,31,15,11,37,113,2.9357142857142855,0.20211161387631976,0.24428571428571427,0.3438914027149321,0.5881771170006465,2019
Chad Curtis,30,Astros,LF,660,607,182,30,22,20,53,97,3.25,0.29983525535420097,0.3560606060606061,0.5205930807248764,0.8766536867854825,2019
Chad Hutchinson,32,Blue Jays,1B,713,641,198,56,15,18,72,69,3.098176718092567,0.3088923556942278,0.37868162692847124,0.5273010920436817,0.905982718972153,2019
Chang-Yong Lim,24,Red Sox,CF,608,513,116,29,22,2,95,121,3.6447368421052633,0.22612085769980506,0.3470394736842105,0.38011695906432746,0.727156432748538,2019
Chi Chi Gonzalez,25,Mets,SS,687,606,182,41,35,6,81,110,3.38136826783115,0.30033003300330036,0.38282387190684136,0.5132013201320133,0.8960251920388547,2019
Chili Davis,39,Astros,SS,671,609,124,23,18,7,62,146,3.470938897168405,0.20361247947454844,0.27719821162444114,0.33497536945812806,0.6121735810825693,2019
Chris Dominguez,21,Padres,SS,706,668,183,39,27,19,38,133,2.9830028328611897,0.27395209580838326,0.3130311614730878,0.49850299401197606,0.8115341554850639,2019
Chris Mabeus,38,Cubs,SS,642,612,128,31,18,7,30,148,3.277258566978193,0.20915032679738563,0.24610591900311526,0.35294117647058826,0.5990470954737035,2019
Chris Oxspring,38,Brewers,2B,675,599,140,29,16,6,76,117,3.5348148148148146,0.2337228714524207,0.32,0.3656093489148581,0.685609348914858,2019
Chris Rearick,22,Giants,1B,739,670,216,47,21,21,69,105,3.1637347767253043,0.32238805970149254,0.38565629228687415,0.5492537313432836,0.9349100236301577,2019
Chris Reed,25,Dodgers,CF,628,577,222,46,24,27,51,96,3.159235668789809,0.3847487001733102,0.43471337579617836,0.6880415944540728,1.122754970250251,2019
Chris Robinson,37,Cubs,RF,586,531,100,18,17,1,55,164,3.5819112627986347,0.18832391713747645,0.2645051194539249,0.2919020715630885,0.5564071910170134,2019
Chris Schwinden,32,Rays,C,746,697,164,45,20,9,49,132,3.0214477211796247,0.23529411764705882,0.2855227882037534,0.39598278335724535,0.6815055715609988,2019
Chris Valaika,25,Marlins,2B,692,644,148,40,24,9,48,173,3.4869942196531793,0.22981366459627328,0.2832369942196532,0.4083850931677019,0.6916220873873551,2019
Christian Parker,30,Rockies,RF,615,549,142,29,14,10,66,127,3.497560975609756,0.2586520947176685,0.3382113821138211,0.41712204007285975,0.7553334221866809,2019
Clay Timpner,32,Braves,CF,678,612,214,38,25,24,66,152,3.426253687315634,0.34967320261437906,0.41297935103244837,0.6111111111111112,1.0240904621435596,2019
Clemente Alvarez,26,Padres,3B,724,627,123,34,20,0,97,244,3.8480662983425415,0.19617224880382775,0.30386740331491713,0.3141945773524721,0.6180619806673893,2019
Cody Anderson,26,Rockies,SS,661,591,176,37,33,11,70,122,3.437216338880484,0.29780033840947545,0.3721633888048411,0.5279187817258884,0.9000821705307295,2019
Colin Rea,31,Cubs,CF,608,567,146,43,20,12,41,198,3.620065789473684,0.25749559082892415,0.30756578947368424,0.4673721340388007,0.7749379235124849,2019
Corey Lee,27,Diamondbacks,RF,613,542,155,50,13,10,71,113,3.396411092985318,0.2859778597785978,0.36867862969004894,0.48154981549815495,0.8502284451882038,2019
Cory Mazzoni,34,White Sox,LF,682,616,125,24,22,10,66,131,3.401759530791789,0.20292207792207792,0.28005865102639294,0.362012987012987,0.6420716380393799,2019
Dallas Beeler,33,Orioles,C,726,623,154,32,32,4,103,189,3.9008264462809916,0.24719101123595505,0.35399449035812675,0.420545746388443,0.7745402367465697,2019
Daniel Corcino,23,Mariners,CF,622,577,122,28,13,8,45,87,2.9581993569131835,0.21143847487001732,0.2684887459807074,0.3466204506065858,0.6151091965872932,2019
Danny Mota,27,Royals,2B,706,647,119,25,26,6,59,174,3.4362606232294617,0.1839258114374034,0.2521246458923513,0.33075734157650694,0.5828819874688582,2019
Danny Rios,28,Mets,3B,704,648,183,45,37,17,56,168,3.397727272727273,0.2824074074074074,0.33948863636363635,0.5447530864197531,0.8842417227833894,2019
Darren Clarke,29,Rangers,1B,730,618,170,32,25,2,112,214,3.9232876712328766,0.2750809061488673,0.3863013698630137,0.4174757281553398,0.8037770980183535,2019
Darren Hall,21,Cubs,P,656,614,145,31,32,7,42,177,3.625,0.23615635179153094,0.2850609756097561,0.4250814332247557,0.7101424088345119,2019
Daryl Thompson,23,White Sox,SS,700,654,197,39,16,23,46,72,2.8514285714285714,0.3012232415902141,0.34714285714285714,0.5152905198776758,0.862433377020533,2019
Dave Gassner,32,Rays,1B,732,636,220,51,29,18,96,143,3.580601092896175,0.34591194968553457,0.43169398907103823,0.6022012578616353,1.0338952469326734,2019
Dave Maurer,31,Red Sox,1B,695,640,124,34,17,2,55,185,3.5079136690647483,0.19375,0.25755395683453236,0.309375,0.5669289568345324,2019
David Moraga,36,Blue Jays,2B,703,640,130,28,34,1,63,101,3.1664295874822193,0.203125,0.27453769559032715,0.3578125,0.6323501955903271,2019
Dean Hartgraves,39,Nationals,RF,584,554,130,35,13,7,30,121,3.155821917808219,0.23465703971119134,0.273972602739726,0.38267148014440433,0.6566440828841303,2019
Denis Phipps,31,Tigers,P,694,630,167,46,22,11,64,167,3.5461095100864553,0.2650793650793651,0.33285302593659943,0.4603174603174603,0.7931704862540597,2019
Dennis Dove,30,Angels,3B,641,598,183,38,26,14,43,135,3.3198127925117005,0.3060200668896321,0.35257410296411856,0.5267558528428093,0.8793299558069279,2019
Deolis Guerra,34,Athletics,LF,651,612,133,28,16,9,39,143,3.17357910906298,0.2173202614379085,0.2642089093701997,0.35947712418300654,0.6236860335532062,2019
Devon Lowery,35,Phillies,CF,656,592,151,32,20,1,64,222,3.8826219512195124,0.25506756756756754,0.3277439024390244,0.38175675675675674,0.7095006591957811,2019
Donzell McDonald,34,Mets,1B,738,684,120,32,29,0,54,185,3.375338753387534,0.17543859649122806,0.23577235772357724,0.30701754385964913,0.5427899015832264,2019
Drew Meyer,35,Diamondbacks,SS,674,632,117,33,19,2,42,136,3.3991097922848663,0.185126582278481,0.23590504451038577,0.3069620253164557,0.5428670698268415,2019
Dusty Wathan,32,Mets,P,704,655,185,39,21,21,49,143,3.2926136363636362,0.2824427480916031,0.33238636363636365,0.5022900763358779,0.8346764399722415,2019
Eddie Butler,25,Yankees,CF,574,532,105,29,12,5,42,95,3.158536585365854,0.19736842105263158,0.25609756097560976,0.325187969924812,0.5812855309004218,2019
Eddie Kunz,37,Yankees,1B,669,647,97,27,20,0,22,278,3.415545590433483,0.14992272024729522,0.17787742899850523,0.2534775888717156,0.43135501787022085,2019
Eddie Priest,28,Blue Jays,P,676,625,139,34,26,8,51,310,3.9142011834319526,0.2224,0.28106508875739644,0.3984,0.6794650887573964,2019
Eddie Zosky,25,Nationals,C,706,674,200,48,18,21,32,94,2.828611898016997,0.29673590504451036,0.3286118980169972,0.5148367952522255,0.8434486932692227,2019
Edwin Bellorin,37,Rays,RF,616,551,128,27,19,3,65,166,3.5714285714285716,0.2323049001814882,0.3133116883116883,0.3666061705989111,0.6799178589105994,2019
Eric Cyr,26,Mets,C,754,712,224,48,26,24,42,101,2.976127320954907,0.3146067415730337,0.35278514588859416,0.5561797752808989,0.908964921169493,2019
Eric Farris,37,Angels,P,637,612,131,26,33,3,25,134,3.3500784929356358,0.21405228758169934,0.24489795918367346,0.3790849673202614,0.6239829265039349,2019
Eric Fornataro,30,Marlins,3B,667,623,177,36,26,24,44,114,3.2788605697151425,0.2841091492776886,0.3313343328335832,0.5409309791332263,0.8722653119668096,2019
Eric Hull,30,Rangers,P,697,626,187,47,24,13,71,92,3.3055954088952655,0.2987220447284345,0.3701578192252511,0.512779552715655,0.8829373719409062,2019
Eric Hurley,26,Yankees,2B,644,583,177,46,28,15,61,76,2.998447204968944,0.30360205831903947,0.3695652173913043,0.5557461406518011,0.9253113580431054,2019
Eric Jokisch,34,Cardinals,2B,723,612,161,33,14,11,111,140,3.5850622406639006,0.2630718954248366,0.37621023513139695,0.4166666666666667,0.7928769017980637,2019
Evan MacLane,30,Rays,3B,690,657,189,38,26,26,33,102,2.8579710144927537,0.2876712328767123,0.3217391304347826,0.54337899543379,0.8651181258685725,2019
Francisco Santos,34,Brewers,SS,632,616,158,31,11,15,16,98,2.8639240506329116,0.2564935064935065,0.27531645569620256,0.4155844155844156,0.6909008712806182,2019
Frank Gracesqui,28,Padres,1B,759,684,186,31,38,11,75,215,3.6403162055335967,0.2719298245614035,0.3438735177865613,0.4766081871345029,0.8204817049210642,2019
Gabe Gonzalez,28,Giants,P,688,629,183,40,20,10,59,83,3.0959302325581395,0.29093799682034976,0.35174418604651164,0.465818759936407,0.8175629459829186,2019
Graham Taylor,25,Athletics,P,683,618,160,39,23,11,65,131,3.4363103953147878,0.2588996763754045,0.3294289897510981,0.44983818770226536,0.7792671774533635,2019
Greg Mullins,27,Dodgers,1B,717,660,168,37,25,10,57,153,3.4797768479776847,0.2545454545454545,0.3138075313807531,0.4318181818181818,0.745625713198935,2019
Guido Knudson,36,Yankees,C,680,650,174,32,30,13,30,128,3.073529411764706,0.2676923076923077,0.3,0.46923076923076923,0.7692307692307692,2019
Henry Villar,23,Braves,RF,665,623,169,38,24,17,42,142,3.2406015037593985,0.2712680577849117,0.3172932330827068,0.4911717495987159,0.8084649826814228,2019
Hernan Iribarren,37,Yankees,3B,629,594,112,31,23,4,35,144,3.262321144674086,0.18855218855218855,0.23370429252782193,0.3383838383838384,0.5720881309116603,2019
Humberto Sanchez,34,Rockies,3B,688,639,158,26,33,6,49,168,3.440406976744186,0.24726134585289514,0.3008720930232558,0.4194053208137715,0.7202774138370274,2019
Jaff Decker,23,Royals,1B,723,655,198,46,28,16,68,102,3.1673582295988933,0.30229007633587784,0.367911479944675,0.5312977099236641,0.8992091898683391,2019
Jaime Bubela,28,Mariners,3B,689,639,134,31,20,6,50,168,3.285921625544267,0.20970266040688576,0.26705370101596515,0.3489827856025039,0.6160364866184691,2019
James Pazos,39,Indians,SS,661,647,122,25,24,3,14,163,3.1270801815431164,0.18856259659969088,0.20574886535552195,0.31530139103554866,0.5210502563910706,2019
Jamie Hoffmann,33,Mets,2B,727,673,162,35,18,12,54,105,3.0797799174690508,0.24071322436849926,0.297111416781293,0.399702823179792,0.696814239961085,2019
Jared Wells,28,Twins,CF,649,605,205,42,26,21,44,191,3.4791987673343607,0.33884297520661155,0.38366718027734975,0.5983471074380166,0.9820142877153664,2019
Jarrett Hoffpauir,20,Twins,P,686,648,116,27,19,0,38,250,3.7259475218658893,0.17901234567901234,0.22448979591836735,0.279320987654321,0.5038107835726884,2019
Jason Alfaro,34,Yankees,RF,559,527,98,16,16,5,32,77,2.9570661896243293,0.1859582542694497,0.23255813953488372,0.3055028462998102,0.538060985834694,2019
Jason Beverlin,37,White Sox,RF,638,578,134,23,24,6,60,125,3.2648902821316614,0.23183391003460208,0.30407523510971785,0.38581314878892736,0.6898883838986452,2019
Jason Gurka,27,Cardinals,1B,744,688,153,34,26,8,56,113,3.1155913978494625,0.22238372093023256,0.28091397849462363,0.38226744186046513,0.6631814203550888,2019
Jason Pearson,28,White Sox,1B,740,616,229,41,27,18,124,82,3.418918918918919,0.3717532467532468,0.47702702702702704,0.6136363636363636,1.0906633906633907,2019
Jason Waddell,31,Twins,RF,638,607,148,35,27,10,31,177,3.335423197492163,0.24382207578253706,0.28056426332288403,0.43986820428336076,0.7204324676062448,2019
Javier Baez,33,Braves,2B,761,717,162,46,15,7,44,115,3.1208935611038107,0.22594142259414227,0.2706964520367937,0.3612273361227336,0.6319237881595273,2019
Jay Sborz,38,Indians,C,716,677,105,30,17,0,39,221,3.4762569832402233,0.155096011816839,0.2011173184357542,0.24963072378138848,0.4507480422171427,2019
Jeff Ball,27,Orioles,1B,718,687,191,43,31,26,31,162,3.233983286908078,0.2780203784570597,0.30919220055710306,0.5443959243085881,0.8535881248656911,2019
Jerad Head,28,Mets,CF,653,584,191,46,20,21,69,130,3.476263399693721,0.3270547945205479,0.3981623277182236,0.5821917808219178,0.9803541085401414,2019
Jesus Delgado,29,Pirates,1B,703,630,129,26,23,3,73,154,3.522048364153627,0.20476190476190476,0.28733997155049784,0.3333333333333333,0.6206733048838311,2019
Jett Bandy,27,Tigers,CF,647,567,172,38,23,20,80,107,3.391035548686244,0.30335097001763667,0.3894899536321484,0.5573192239858906,0.946809177618039,2019
Jim Chamblee,23,Twins,3B,700,609,177,43,24,14,91,134,3.557142857142857,0.29064039408866993,0.38285714285714284,0.5090311986863711,0.8918883415435139,2019
Jimmy Barthmaier,37,Cubs,3B,668,640,137,30,23,12,28,180,3.269461077844311,0.2140625,0.2470059880239521,0.3890625,0.6360684880239521,2019
Joe Bisenius,37,Pirates,SS,655,605,125,39,22,0,50,205,3.5603053435114504,0.2066115702479339,0.26717557251908397,0.343801652892562,0.6109772254116459,2019
Joe Depastino,38,Athletics,C,744,707,167,28,28,13,37,91,2.8481182795698925,0.2362093352192362,0.27419354838709675,0.4101838755304102,0.6843774239175069,2019
Joe Hudson,29,Mariners,RF,603,547,143,36,18,7,56,118,3.4212271973466004,0.26142595978062155,0.33001658374792703,0.43144424131627057,0.7614608250641977,2019
John Barnes,23,Tigers,C,749,708,180,44,23,11,41,130,3.096128170894526,0.2542372881355932,0.29506008010680906,0.4279661016949153,0.7230261818017243,2019
John Gast,32,Marlins,CF,616,554,172,41,20,16,62,88,3.1006493506493507,0.3104693140794224,0.37987012987012986,0.5433212996389891,0.923191429509119,2019
John Gaub,25,Diamondbacks,2B,706,664,114,20,18,4,42,190,3.412181303116147,0.1716867469879518,0.22096317280453256,0.2740963855421687,0.49505955834670123,2019
Johnny Hellweg,20,Reds,C,736,664,188,36,27,14,72,125,3.3980978260869565,0.28313253012048195,0.3532608695652174,0.4819277108433735,0.8351885804085909,2019
Jonathan Pettibone,28,Cardinals,CF,664,630,184,41,20,20,34,99,2.9713855421686746,0.2920634920634921,0.32831325301204817,0.5158730158730159,0.8441862688850641,2019
Jordan De Jong,27,Brewers,1B,693,637,146,38,15,5,56,71,3.017316017316017,0.22919937205651492,0.29148629148629146,0.35949764521193095,0.6509839366982224,2019
Jorge Lopez,28,Red Sox,3B,670,624,141,28,17,10,46,85,2.97910447761194,0.22596153846153846,0.2791044776119403,0.3733974358974359,0.6525019135093761,2019
Jose De Paula,34,Indians,LF,625,569,113,22,17,0,56,174,3.6832,0.19859402460456943,0.2704,0.29701230228471004,0.56741230228471,2019
Jose Garcia,39,Pirates,LF,636,612,98,21,20,0,24,210,3.3459119496855347,0.16013071895424835,0.1918238993710692,0.25980392156862747,0.45162782093969667,2019
Josh Prince,32,Yankees,P,625,594,98,26,20,1,31,189,3.4944,0.16498316498316498,0.2064,0.28114478114478114,0.48754478114478117,2019
Josh Ravin,39,Cardinals,3B,712,647,170,37,28,12,65,129,3.188202247191011,0.26275115919629055,0.3300561797752809,0.46213292117465227,0.7921891009499331,2019
Josh Rodriguez,32,Phillies,3B,723,656,202,43,24,11,67,104,3.2614107883817427,0.3079268292682927,0.37206085753803597,0.4969512195121951,0.8690120770502311,2019
Josh Smith,30,Pirates,3B,671,612,182,36,27,10,59,156,3.4232488822652756,0.2973856209150327,0.3591654247391952,0.4934640522875817,0.8526294770267769,2019
Justin Brunette,39,Blue Jays,RF,620,591,147,38,15,7,29,153,3.164516129032258,0.24873096446700507,0.2838709677419355,0.3993231810490694,0.6831941487910049,2019
Justin Freeman,29,Rangers,2B,710,671,137,27,25,7,39,164,3.2535211267605635,0.20417287630402384,0.24788732394366197,0.3502235469448584,0.5981108708885203,2019
Justin Kaye,33,Red Sox,P,667,610,167,46,26,12,57,118,3.394302848575712,0.27377049180327867,0.335832083958021,0.4934426229508197,0.8292747069088406,2019
Justin Marks,36,Twins,SS,682,634,118,35,22,3,48,224,3.401759530791789,0.1861198738170347,0.2434017595307918,0.3249211356466877,0.5683228951774795,2019
Keith Glauber,30,Mariners,LF,639,563,178,46,21,14,76,87,3.291079812206573,0.31616341030195383,0.3974960876369327,0.5470692717584369,0.9445653593953696,2019
Kensuke Tanaka,36,Red Sox,LF,633,605,162,31,28,16,28,73,2.8325434439178516,0.26776859504132233,0.3001579778830964,0.4909090909090909,0.7910670687921872,2019
Keon Broxton,31,Royals,RF,620,586,148,36,18,12,34,119,3.195161290322581,0.2525597269624573,0.29354838709677417,0.43686006825938567,0.7304084553561598,2019
Kevin Mahar,31,Yankees,LF,592,539,131,29,17,6,53,138,3.3530405405405403,0.24304267161410018,0.3108108108108108,0.39332096474953615,0.7041317755603469,2019
Kevin Mattison,28,Marlins,C,723,699,132,25,27,1,24,348,3.6860304287690178,0.1888412017167382,0.2157676348547718,0.3061516452074392,0.521919280062211,2019
Kevin Melillo,30,Indians,2B,692,657,158,36,17,14,35,112,3.066473988439306,0.2404870624048706,0.27890173410404623,0.410958904109589,0.6898606382136352,2019
Kevin Ritz,37,Cubs,2B,679,641,105,23,19,1,38,143,3.1399116347569955,0.16380655226209048,0.2106038291605302,0.26365054602184085,0.474254375182371,2019
Kevin Whelan,27,Rockies,2B,698,647,168,37,15,14,51,80,2.997134670487106,0.2596599690880989,0.3137535816618911,0.4281298299845441,0.7418834116464352,2019
Kris Johnson,37,Cardinals,LF,684,653,121,24,18,3,31,140,2.942982456140351,0.18529862174578868,0.2222222222222222,0.29096477794793263,0.5131870001701548,2019
Kyle Denney,24,Blue Jays,LF,647,596,137,36,30,3,51,136,3.417310664605873,0.22986577181208054,0.29057187017001546,0.40604026845637586,0.6966121386263913,2019
Kyle McPherson,32,Astros,2B,712,672,172,40,17,10,40,138,3.018258426966292,0.25595238095238093,0.29775280898876405,0.4107142857142857,0.7084670947030498,2019
